,date,JPM,BAC,WFC,C,BK,JPM_ret,BAC_ret,WFC_ret,C_ret,BK_ret,port_ret,port_volume,quarter,DGS1,DGS10,DGS1MO,DGS2,DGS20,DGS3,DGS30,DGS3MO,DGS5,DGS6MO,DGS7,month,year,weekday,dayofweek,sentiment_bert,vader_neg,vader_neu,vader_pos,vader_compound,vader_compound_dummy,roberta_neg,roberta_neu,roberta_pos,roberta_compound,roberta_compound_dummy
175,2020-09-11,91.95751953125,23.75202751159668,22.782039642333984,45.50230407714844,32.83254623413086,0.0124212328096873,0.0143198347296595,0.0133608011899344,0.0009813315395124,0.0120890648678058,0.0128609733869028,57.86164031222346,2020Q3,0.13,0.67,0.1,0.13,1.21,0.16,1.42,0.11,0.26,0.12,0.45,9.0,2020.0,4.0,Friday,1.1666666666666667,0.1125416666666666,0.7557916666666666,0.1315833333333333,0.1284625,2.25,0.2599558058039595,0.6004326802988847,0.1396115214641516,-0.1203442843398079,1.7916666666666667
176,2020-09-14,93.2313003540039,23.98488998413086,23.288936614990234,42.95953369140625,32.79606628417969,0.0138518397325955,0.0098038987375073,0.0222498503476538,-0.0558822335992251,-0.001111091101221,0.0152548235447028,58.744309425193485,2020Q3,0.14,0.68,0.1,0.14,1.21,0.16,1.42,0.11,0.27,0.13,0.46,9.0,2020.0,0.0,Monday,1.5365853658536586,0.0528048780487804,0.8196097560975609,0.1275121951219512,0.3712219512195122,2.463414634146341,0.1166836344864128,0.6833301313766619,0.1999862269021388,0.083302592415726,2.073170731707317
177,2020-09-15,90.32888793945312,23.547107696533203,23.354644775390625,39.97956848144531,31.801971435546875,-0.0311313089437793,-0.0182524200814473,0.0028214324031479,-0.06936679600312,-0.0303114050331196,-0.012307734506986,58.02130006099196,2020Q3,0.13,0.68,0.09,0.14,1.21,0.16,1.43,0.11,0.27,0.12,0.46,9.0,2020.0,1.0,Tuesday,1.2790697674418603,0.0720232558139534,0.8189302325581395,0.1088837209302325,0.1847767441860465,2.232558139534884,0.1278739336791426,0.6970158680233844,0.1751101965647797,0.047236262885637,2.046511627906977
178,2020-09-16,90.7110366821289,23.84517478942871,24.133758544921875,41.05913543701172,32.440372467041016,0.004230637079601,0.01265833140685,0.0333601207393323,0.0270029666795288,0.0200742596347522,0.0236072485215585,59.39102331107573,2020Q3,0.12,0.69,0.08,0.14,1.23,0.16,1.45,0.12,0.28,0.12,0.47,9.0,2020.0,2.0,Wednesday,1.25,0.0727307692307692,0.806076923076923,0.1210576923076923,0.3529038461538461,2.5,0.1481201127529716,0.7046999661968305,0.147179924775488,-0.0009401879774836,1.9807692307692308
179,2020-09-17,89.67381286621094,23.612314224243164,23.570545196533203,40.62196350097656,32.43125534057617,-0.0114343728597505,-0.00976552142066,-0.02333715850104,-0.0106473731456381,-0.0002810425951214,-0.0156292441650097,58.46278650653714,2020Q3,0.12,0.69,0.09,0.13,1.22,0.16,1.43,0.09,0.28,0.11,0.47,9.0,2020.0,3.0,Thursday,1.1063829787234043,0.072,0.7741063829787235,0.154,0.3951489361702127,2.5106382978723403,0.1705605852506816,0.6721205952319693,0.1573188272403909,-0.0132417580102907,2.0
180,2020-09-18,89.48274993896484,23.481903076171875,23.58931350708008,40.02418518066406,32.28533172607422,-0.0021306435082798,-0.0055230142557307,0.0007962611976255,-0.0147156431839668,-0.0044994747495753,-0.0010363852298048,58.40219653810853,2020Q3,0.13,0.7,0.09,0.14,1.24,0.16,1.45,0.1,0.29,0.12,0.48,9.0,2020.0,4.0,Friday,1.0,0.0842692307692307,0.7910384615384616,0.124576923076923,0.1160846153846154,2.1153846153846154,0.2062540659860062,0.6712040328062497,0.1225419023718971,-0.0837121636141091,1.8846153846153848
181,2020-09-21,86.71682739257812,22.792633056640625,22.56614112854004,39.19443893432617,30.981157302856445,-0.0309101200876518,-0.0293532435295111,-0.0433744024908969,-0.0207311215104697,-0.0403952616712467,-0.0397439253194083,56.08106400040853,2020Q3,0.12,0.68,0.09,0.14,1.22,0.16,1.43,0.1,0.27,0.11,0.46,9.0,2020.0,0.0,Monday,1.2962962962962965,0.0684074074074074,0.8145925925925925,0.1171111111111111,0.3120888888888888,2.4444444444444446,0.1648375111873502,0.6547399262587229,0.1804225615536172,0.0155850503662669,1.962962962962963
182,2020-09-22,85.77059173583984,22.298959732055664,22.20005226135254,38.6234245300293,30.534263610839844,-0.0109117882329176,-0.0216593371796124,-0.0162229273096452,-0.0145687607686809,-0.0144246932949595,-0.0145907400111538,55.262799776029695,2020Q3,0.12,0.68,0.08,0.13,1.21,0.15,1.42,0.1,0.27,0.11,0.46,9.0,2020.0,1.0,Tuesday,1.096774193548387,0.0849999999999999,0.829741935483871,0.0851290322580645,-0.039158064516129,1.967741935483871,0.251747322088528,0.645109970723429,0.1031426946151881,-0.1486046274733399,1.8064516129032255
183,2020-09-23,84.37853240966797,21.66557502746582,21.430326461791992,37.338653564453125,30.324501037597656,-0.0162300305734067,-0.028404226573822,-0.0346722516910711,-0.0332640355227247,-0.0068697439674857,-0.024435090231189,53.91244827707428,2020Q3,0.13,0.68,0.08,0.14,1.21,0.15,1.42,0.11,0.28,0.11,0.46,9.0,2020.0,2.0,Wednesday,1.12,0.07424,0.8064,0.1193999999999999,0.21006,2.28,0.1720266889128833,0.6192560505867004,0.2087172732502221,0.0366905843373388,2.04
184,2020-09-24,84.3057632446289,21.74009323120117,21.89028549194336,37.64200592041016,30.22417640686035,-0.0008624132579808,0.0034394750031272,0.021462996887678,0.0081243517641416,-0.0033083687218107,0.0109105112391281,54.50066064993021,2020Q3,0.12,0.67,0.08,0.14,1.19,0.16,1.4,0.1,0.27,0.11,0.46,9.0,2020.0,3.0,Thursday,1.1176470588235294,0.1074705882352941,0.7977352941176471,0.0948823529411764,-0.061035294117647,1.911764705882353,0.3205220209270277,0.6033432825523264,0.0761346932336249,-0.2443873276934027,1.5588235294117647
185,2020-09-25,85.0427474975586,21.879806518554688,22.19066619873047,37.490325927734375,30.461305618286133,0.0087418015633307,0.0064265265961696,0.0137221009245249,-0.0040295406412851,0.0078456798370181,0.011275986166519,55.11520934548497,2020Q3,0.12,0.66,0.08,0.12,1.19,0.15,1.4,0.1,0.26,0.11,0.45,9.0,2020.0,4.0,Friday,1.137931034482759,0.0806551724137931,0.7976551724137931,0.1216551724137931,0.1669793103448276,2.2413793103448274,0.2187480173105823,0.6731188307548391,0.1081331528980156,-0.1106148644125667,1.827586206896552
186,2020-09-28,87.49018859863281,22.43867874145508,22.359634399414062,38.66804122924805,31.27299690246582,0.0287789514460887,0.0255428320367665,0.0076143816129892,0.0314138453686376,0.0266466347290257,0.0166937251656959,56.0352875027483,2020Q3,0.12,0.67,0.09,0.14,1.2,0.16,1.42,0.11,0.26,0.11,0.46,9.0,2020.0,0.0,Monday,1.2666666666666666,0.0705333333333333,0.7811666666666667,0.1484,0.28821,2.2,0.1904729904917378,0.5993687942624092,0.2101582192815839,0.019685228789846,1.9666666666666663
187,2020-09-29,86.75322723388672,22.14061546325684,21.833965301513672,37.847206115722656,30.88994789123535,-0.0084233601110057,-0.013283459406528,-0.0235097358261888,-0.0212277396897084,-0.0122485546372521,-0.0175395826653259,55.05245194541853,2020Q3,0.12,0.66,0.07,0.11,1.19,0.13,1.41,0.09,0.24,0.11,0.44,9.0,2020.0,1.0,Tuesday,1.064516129032258,0.0563548387096774,0.8220322580645162,0.1215806451612903,0.2952322580645161,2.290322580645161,0.2102440890270255,0.6467102338229457,0.1430456876274078,-0.0671984013996177,1.8387096774193548
188,2020-09-30,87.59028625488281,22.43867874145508,22.06863594055176,38.46282958984375,31.31859588623047,0.009648736395009,0.0134622851244983,0.010747962442801,0.0162660216513406,0.0138766176137428,0.0111538399366897,55.66649818254004,2020Q3,0.12,0.69,0.08,0.13,1.23,0.16,1.46,0.1,0.28,0.11,0.47,9.0,2020.0,2.0,Wednesday,1.2045454545454546,0.0816136363636363,0.7947272727272728,0.1237272727272727,0.2104295454545454,2.25,0.2453732044721784,0.6094640232622623,0.1451627826318144,-0.1002104218403639,1.818181818181818
189,2020-10-01,88.22716522216797,22.44799423217773,22.115571975708008,38.75725555419922,31.163555145263672,0.0072711141213979,0.0004151532641465,0.0021268208548403,0.0076548181060815,-0.004950437162956,0.0018632604606845,55.770219367588325,2020Q4,0.12,0.68,0.09,0.14,1.23,0.16,1.45,0.09,0.27,0.1,0.46,10.0,2020.0,3.0,Thursday,1.18,0.08798,0.80842,0.1037199999999999,0.0026419999999999,1.96,0.259764210442081,0.5946499413251877,0.1455858391895889,-0.114178371252492,1.82
190,2020-10-02,89.06421661376953,22.550451278686523,22.519207000732425,38.95354080200195,31.68341064453125,0.0094874564936293,0.0045641960457174,0.0182511682477746,0.0050644774764365,0.0166815209896418,0.0158049721518686,56.65166613159667,2020Q4,0.12,0.7,0.1,0.13,1.25,0.16,1.48,0.09,0.28,0.11,0.48,10.0,2020.0,4.0,Friday,1.0,0.0868148148148148,0.7736666666666666,0.1394444444444444,0.3854925925925926,2.5185185185185186,0.280244300900786,0.6298074788517423,0.0899482085886928,-0.1902960923120931,1.7407407407407407
191,2020-10-05,90.94670867919922,22.932350158691406,22.95100784301757,40.06879425048828,32.26709747314453,0.0211363456279325,0.0169353098652103,0.0191747801008759,0.0286303485004117,0.0184224746243986,0.019487238680766,57.75565067116616,2020Q4,0.12,0.78,0.09,0.14,1.34,0.19,1.57,0.1,0.33,0.11,0.55,10.0,2020.0,0.0,Monday,1.0,0.0521428571428571,0.8251428571428571,0.1227142857142857,0.4570742857142857,2.628571428571429,0.1200938133256775,0.7377365120819637,0.1421696796481098,0.0220758663224322,1.9428571428571428
192,2020-10-06,90.01004791259766,22.6994857788086,22.697559356689453,39.6226921081543,32.13029479980469,-0.0102990067502661,-0.0101544053824136,-0.0110430220782321,-0.0111334057008353,-0.0042396956668848,-0.0094347675760666,57.21073953087921,2020Q4,0.14,0.76,0.08,0.14,1.33,0.17,1.56,0.1,0.32,0.11,0.53,10.0,2020.0,1.0,Tuesday,1.0869565217391304,0.1103913043478261,0.7589565217391304,0.1306521739130434,0.0521782608695652,2.0,0.2780422945304409,0.5540440613808839,0.1679136423475068,-0.110128652182934,1.826086956521739
193,2020-10-07,91.580322265625,23.17452621459961,23.288936614990234,40.00634765625,33.25206756591797,0.0174455451301629,0.0209273655103894,0.0260546629268529,0.0096827228964775,0.0349132422563425,0.0258486743252859,58.68956130492167,2020Q4,0.13,0.81,0.08,0.16,1.37,0.21,1.6,0.1,0.35,0.12,0.56,10.0,2020.0,2.0,Wednesday,1.03125,0.07428125,0.7915,0.13428125,0.273690625,2.375,0.21047718252521,0.6737364060245454,0.1157864242850336,-0.0946907582401763,1.78125
194,2020-10-08,93.46279907226562,23.509849548339844,23.7488956451416,39.89927291870117,33.90871810913086,0.0205554726175845,0.0144694795757673,0.0197501087213791,-0.0026764437101045,0.019747660560089,0.0199124541975652,59.85821450628112,2020Q4,0.13,0.78,0.09,0.13,1.34,0.18,1.57,0.09,0.33,0.12,0.54,10.0,2020.0,3.0,Thursday,1.0,0.0864615384615384,0.8046666666666668,0.1088974358974358,0.0930025641025641,2.128205128205128,0.2383884114261047,0.6551738175062033,0.1064377804644978,-0.1319506309616069,1.794871794871795
195,2020-10-09,92.9301986694336,23.621627807617188,23.7488956451416,40.08663177490234,34.382965087890625,-0.0056985282713416,0.0047545289070229,0.0,0.0046957962512983,0.0139859895981164,0.001598188945329,59.953879242992194,2020Q4,0.15,0.79,0.1,0.16,1.34,0.2,1.58,0.1,0.34,0.12,0.55,10.0,2020.0,4.0,Friday,1.5,0.0333076923076923,0.8298846153846154,0.1367692307692307,0.4740384615384615,2.5384615384615383,0.109384376501951,0.6560196968225332,0.2345959207114691,0.1252115442095181,2.1923076923076925
197,2020-10-13,92.54450988769533,23.23973274230957,23.223228454589844,38.97138595581055,33.63511276245117,-0.0162046502966715,-0.0284265643234226,-0.0366043596452554,-0.0479510956546762,-0.0245969147491108,-0.0292304441271915,58.88934006796421,2020Q4,0.13,0.74,0.09,0.16,1.29,0.18,1.52,0.11,0.31,0.12,0.52,10.0,2020.0,1.0,Tuesday,1.4444444444444444,0.1008518518518518,0.7802592592592593,0.1187407407407407,0.0430185185185185,2.074074074074074,0.267837407912507,0.6130929401627293,0.1190696470094499,-0.1487677609030571,1.7777777777777777
198,2020-10-14,92.03028106689452,22.000896453857425,21.8245792388916,38.39146041870117,33.37063217163086,-0.0055565567468544,-0.0533068216484587,-0.060226303953954,-0.014880803514839,-0.0078632289027307,-0.0361802096981049,56.75871139532225,2020Q4,0.13,0.73,0.1,0.14,1.28,0.18,1.5,0.12,0.3,0.12,0.51,10.0,2020.0,2.0,Wednesday,1.0,0.0744242424242424,0.7994545454545455,0.1260909090909091,0.2488515151515151,2.272727272727273,0.1979027837232658,0.6294500800696287,0.1726471270067673,-0.0252556567164984,2.0303030303030303
199,2020-10-15,93.40769958496094,22.49456596374512,21.54297065734864,38.90893173217773,33.954315185546875,0.0149670141403264,0.0224386088504653,-0.0129032765516567,0.013478812939986,0.0174909186890448,0.0001886235811008,56.7694174267243,2020Q4,0.12,0.74,0.1,0.14,1.29,0.18,1.52,0.11,0.32,0.12,0.52,10.0,2020.0,3.0,Thursday,1.3333333333333333,0.0594242424242424,0.7994545454545455,0.141060606060606,0.4193787878787879,2.5454545454545454,0.1722469596248683,0.6024466563354839,0.2253063913773406,0.0530594317524722,2.060606060606061
200,2020-10-16,93.21485900878906,22.57839584350586,21.45848846435547,38.5342025756836,34.67481231689453,-0.0020645040722416,0.003726672472625,-0.0039215665442291,-0.0096309289361502,0.0212196042656265,0.0018121256471224,56.872290744015466,2020Q4,0.12,0.76,0.09,0.14,1.3,0.18,1.52,0.11,0.32,0.12,0.53,10.0,2020.0,4.0,Friday,1.1333333333333333,0.1011111111111111,0.7582222222222221,0.1405111111111111,0.2810155555555556,2.4,0.3089983299167619,0.5515288040041924,0.1394728792210419,-0.1695254506957199,1.6444444444444444
201,2020-10-19,91.64460754394533,22.094038009643555,21.15810775756836,38.27547073364258,33.70807266235352,-0.0168455059798532,-0.02145226955978,-0.0139982230009382,-0.0067143427071796,-0.0278801697816252,-0.0175986828991648,55.87141333346243,2020Q4,0.13,0.78,0.09,0.16,1.32,0.19,1.55,0.11,0.34,0.11,0.54,10.0,2020.0,0.0,Monday,1.0980392156862746,0.0760980392156862,0.8087843137254902,0.1151176470588235,0.2124627450980392,2.2549019607843137,0.2396397107992978,0.6041194735204473,0.1562408144750139,-0.0833988963242839,1.7843137254901962
202,2020-10-20,92.16802215576172,22.48525047302246,21.41155242919922,38.8286361694336,33.83576202392578,0.0057113519916096,0.0177066982146112,0.0119786076588157,0.0144522177046619,0.0037880944084609,0.0087796884671465,56.361946936749405,2020Q4,0.13,0.81,0.08,0.14,1.37,0.19,1.6,0.1,0.34,0.12,0.57,10.0,2020.0,1.0,Tuesday,1.2307692307692308,0.0566153846153846,0.8002820512820512,0.1431538461538461,0.505474358974359,2.6666666666666665,0.1792427015323669,0.6480109638128525,0.1727463432516042,-0.0064963582807626,2.0
203,2020-10-21,91.24974822998048,22.40142250061035,21.30829811096192,38.37360763549805,33.662471771240234,-0.0099630425423404,-0.0037281315817533,-0.0048223648695594,-0.0117188904588351,-0.0051215117473344,-0.0061107450525155,56.01753344835553,2020Q4,0.13,0.83,0.08,0.14,1.4,0.2,1.62,0.1,0.36,0.12,0.58,10.0,2020.0,2.0,Wednesday,1.2972972972972974,0.0606216216216216,0.7647297297297296,0.1746216216216216,0.5007405405405405,2.5675675675675675,0.1841046035390447,0.6413444208132254,0.1745509804805388,-0.0095536230585059,1.891891891891892
204,2020-10-22,94.47291564941406,23.16521072387696,21.8245792388916,39.2122802734375,34.25529098510742,0.0353224801378091,0.0340955233198156,0.0242291113650265,0.02185545455892,0.0176106858075011,0.02548755230767,57.44528326226715,2020Q4,0.13,0.87,0.09,0.16,1.43,0.21,1.67,0.09,0.38,0.11,0.62,10.0,2020.0,3.0,Thursday,1.051282051282051,0.0766410256410256,0.842923076923077,0.0804102564102564,-0.0712692307692307,1.9230769230769231,0.2229583705297838,0.6237837030337408,0.1532579658027642,-0.0697004047270195,1.7435897435897436
205,2020-10-23,95.32691192626952,23.193161010742188,21.85273742675781,39.2122802734375,34.35560989379883,0.009039588446964,0.0012065630310205,0.0012902053028371,0.0,0.0029285668230061,0.0034743180290005,57.64486644558629,2020Q4,0.12,0.85,0.08,0.18,1.41,0.21,1.64,0.1,0.37,0.11,0.61,10.0,2020.0,4.0,Friday,1.020408163265306,0.0679183673469387,0.7997142857142857,0.1323877551020408,0.3153673469387755,2.346938775510204,0.2334778166984264,0.6393131014643884,0.1272090822933431,-0.1062687344050833,1.9183673469387756
206,2020-10-26,92.96692657470705,22.85783576965332,21.30829811096192,38.59665298461914,33.498313903808594,-0.0247567586516156,-0.0144579361534012,-0.0249140098635536,-0.0156998594451898,-0.0249535954285292,-0.0248595373774813,56.21184173356231,2020Q4,0.12,0.81,0.08,0.16,1.37,0.18,1.59,0.11,0.35,0.12,0.58,10.0,2020.0,0.0,Monday,1.0,0.1011875,0.7701875,0.12875,0.106115625,2.125,0.3153422619507182,0.5599814588204026,0.1246762654918711,-0.190665996458847,1.65625
207,2020-10-27,91.21300506591795,22.21512985229492,20.48224830627441,37.365421295166016,32.707305908203125,-0.0188660803729986,-0.0281175315036463,-0.0387665781840432,-0.0318999600805741,-0.0236133674631168,-0.0308298903410973,54.47883681704546,2020Q4,0.12,0.79,0.08,0.16,1.34,0.19,1.57,0.1,0.34,0.11,0.56,10.0,2020.0,1.0,Tuesday,1.096774193548387,0.1125806451612903,0.7823870967741936,0.1049677419354838,-0.0740806451612902,1.8387096774193548,0.3100043109227572,0.6006229144911612,0.0893727617728853,-0.2206315491498718,1.6451612903225807
208,2020-10-28,88.6510009765625,21.86117553710937,19.88148498535156,36.69626998901367,31.34603309631348,-0.0280881447497968,-0.0159330293155581,-0.0293309265633118,-0.0179083035319318,-0.041619839179363,-0.0315866457629105,52.75803309693005,2020Q4,0.12,0.79,0.07,0.16,1.34,0.19,1.56,0.1,0.34,0.11,0.56,10.0,2020.0,2.0,Wednesday,1.08,0.11886,0.78506,0.09592,-0.072688,1.9,0.3742414687201381,0.5192462179064751,0.1065123086143284,-0.2677291601058095,1.62
209,2020-10-29,89.22950744628906,21.926382064819336,19.84393310546875,37.169132232666016,31.56677627563477,0.0065256620157003,0.0029827548660077,-0.00188878647196,0.0128858394543618,0.0070421408234666,0.0020086084841937,52.86400332981791,2020Q4,0.12,0.85,0.08,0.16,1.39,0.2,1.62,0.09,0.38,0.1,0.61,10.0,2020.0,3.0,Thursday,1.0263157894736843,0.0816052631578947,0.7897894736842105,0.1286315789473684,0.2342973684210526,2.289473684210526,0.2210441597884422,0.6039653134189154,0.1749905246604037,-0.0460536351280384,1.9210526315789476
210,2020-10-30,90.0284194946289,22.07541275024414,20.134933471679688,37.41301727294922,31.60356903076172,0.008953451287633,0.0067968662127766,0.0146644500696659,0.0065614940579341,0.0011655531374406,0.0104499790441456,53.41643105680416,2020Q4,0.13,0.88,0.08,0.14,1.43,0.19,1.65,0.09,0.38,0.11,0.64,10.0,2020.0,4.0,Friday,1.2325581395348837,0.0863488372093023,0.7913255813953488,0.1221395348837209,0.2518883720930232,2.372093023255814,0.2598160193193443,0.6217561960220337,0.1184277877124935,-0.1413882316068508,1.7209302325581397
211,2020-11-02,92.05782318115234,22.42936134338379,20.55734062194824,38.12659454345703,32.28419876098633,0.0225418117736089,0.0160336115634229,0.0209788202609497,0.0190729677133993,0.0215364830966435,0.0214574836905425,54.56261325501253,2020Q4,0.13,0.87,0.09,0.16,1.41,0.2,1.63,0.09,0.38,0.11,0.63,11.0,2020.0,0.0,Monday,1.2666666666666666,0.0603666666666666,0.8104,0.1293,0.3776533333333333,2.5,0.1411769753089174,0.6730606220662594,0.1857624014839529,0.0445854261750355,2.1333333333333333
212,2020-11-03,94.95960235595705,22.99755096435547,20.735694885253903,39.31889343261719,33.102806091308594,0.0315212664663442,0.0253324030173192,0.0086759404626122,0.0312721055587894,0.0253562845521664,0.0176570197893516,55.52602639701503,2020Q4,0.14,0.9,0.09,0.17,1.44,0.21,1.66,0.1,0.39,0.12,0.65,11.0,2020.0,1.0,Tuesday,1.09375,0.0764375,0.80690625,0.11671875,0.2101124999999999,2.1875,0.2299782268091803,0.6271975764539093,0.1428242065012454,-0.0871540203079348,1.90625
213,2020-11-04,92.05782318115234,22.05678367614746,20.53856658935547,38.00917053222656,31.91629981994629,-0.0305580383953941,-0.0409072813738353,-0.009506712795944,-0.0333102685769924,-0.035843072278813,-0.0201168709343735,54.40901649048766,2020Q4,0.12,0.78,0.08,0.14,1.33,0.18,1.55,0.1,0.33,0.1,0.55,11.0,2020.0,2.0,Wednesday,1.0476190476190477,0.0738571428571428,0.8086190476190477,0.1176190476190476,0.2210619047619047,2.333333333333333,0.1892104703223421,0.6823009564763024,0.1284885840224368,-0.0607218862999053,1.8571428571428568
214,2020-11-05,95.82279205322266,22.923036575317383,21.05722045898437,38.90339279174805,32.74409866333008,0.0408978698601374,0.0392737632054078,0.0252526809683839,0.0235264870819347,0.025936554301525,0.0291349331122579,55.99421954664175,2020Q4,0.12,0.79,0.09,0.14,1.32,0.18,1.54,0.1,0.33,0.1,0.56,11.0,2020.0,3.0,Thursday,1.1111111111111112,0.1000555555555555,0.8212222222222222,0.0787222222222222,-0.09475,1.9444444444444444,0.2451526790650354,0.6842290477620231,0.0706182792265381,-0.1745343998384972,1.6666666666666667
215,2020-11-06,94.5463638305664,22.643598556518555,20.66116142272949,38.578224182128906,32.256614685058594,-0.0133207162440778,-0.012190270598779,-0.0188087044549081,-0.0083583612195415,-0.014887689634817,-0.0166605604084044,55.06132446936347,2020Q4,0.12,0.83,0.1,0.16,1.37,0.21,1.6,0.1,0.36,0.11,0.59,11.0,2020.0,4.0,Friday,1.1,0.0755333333333333,0.7980666666666667,0.1263666666666666,0.3305933333333333,2.4,0.1671473944249252,0.568970175087452,0.2638824419428904,0.0967350475179652,2.2
216,2020-11-09,107.34724426269533,25.857107162475582,22.83949279785156,43.03129577636719,36.01850509643555,0.1353926255172433,0.1419168688199488,0.1054312161138082,0.1154296676076949,0.1166238443837528,0.1149710854674795,61.39178471088328,2020Q4,0.12,0.96,0.1,0.17,1.51,0.25,1.73,0.11,0.44,0.11,0.7,11.0,2020.0,0.0,Monday,1.181818181818182,0.0704090909090909,0.7937727272727273,0.1357272727272727,0.3339863636363636,2.5,0.1294515050989998,0.5621032674204219,0.3084452130239118,0.1789937079249119,2.409090909090909
217,2020-11-10,106.998291015625,25.763961791992188,22.81120491027832,43.04032897949219,36.07369613647461,-0.0032506959025084,-0.0036023121186027,-0.0012385514785118,0.0002099217084223,0.0015322967983066,-0.0011367629360171,61.321996805448,2020Q4,0.12,0.98,0.09,0.19,1.53,0.26,1.75,0.1,0.46,0.11,0.72,11.0,2020.0,1.0,Tuesday,1.8108108108108107,0.0497567567567567,0.789108108108108,0.1611351351351351,0.5892486486486487,2.702702702702702,0.0627052933418166,0.552363620013804,0.3849310922260219,0.3222257988842053,2.5945945945945947
219,2020-11-12,104.10570526123048,24.86045455932617,22.452861785888672,43.609375,34.70322799682617,-0.0122843547747774,-0.0237746943874699,-0.0157090835753347,-0.0132842274344253,-0.022538602623184,-0.016342340705897,59.90568301419078,2020Q4,0.13,0.88,0.1,0.17,1.42,0.23,1.64,0.1,0.4,0.1,0.64,11.0,2020.0,3.0,Thursday,1.105263157894737,0.083078947368421,0.7929736842105263,0.1239736842105263,0.2908210526315789,2.4473684210526314,0.1888866100435782,0.6313109848844377,0.1798024096673256,-0.0090842003762525,1.9210526315789476
220,2020-11-13,104.75767517089844,25.149206161499023,22.698041915893555,43.9526252746582,35.6046028137207,0.0062625761770882,0.011614896319928,0.0109197719356637,0.0078710202716321,0.0259738032720462,0.0129763182394035,60.68303822133176,2020Q4,0.12,0.89,0.1,0.17,1.43,0.23,1.65,0.09,0.41,0.1,0.65,11.0,2020.0,4.0,Friday,1.0,0.1084285714285714,0.7931785714285714,0.0985,0.0283035714285714,2.071428571428572,0.3359539252705872,0.5936949646898678,0.0703511116194671,-0.26560281365112,1.6071428571428572
221,2020-11-16,107.71454620361328,25.68944549560547,23.48073387145996,45.52428817749024,36.52438735961914,0.028225817610892,0.0214813672700928,0.0344827962899456,0.0357581121266541,0.0258333044946645,0.0311577285401244,62.573783853222,2020Q4,0.12,0.91,0.09,0.19,1.44,0.24,1.66,0.09,0.41,0.12,0.66,11.0,2020.0,0.0,Monday,1.4324324324324325,0.0547297297297297,0.8206486486486486,0.1246216216216216,0.3842432432432432,2.5675675675675675,0.1648527704984754,0.6118221190330144,0.2233251144140454,0.05847234391557,2.081081081081081
222,2020-11-17,106.62179565429688,25.66150283813477,23.61275863647461,45.822364807128906,36.27604293823242,-0.0101448744652442,-0.0010877096383991,0.0056226847822298,0.0065476395474108,-0.0067994137435221,-0.0007446790741786,62.52718646579433,2020Q4,0.12,0.87,0.08,0.18,1.4,0.22,1.62,0.09,0.39,0.1,0.63,11.0,2020.0,1.0,Tuesday,1.069767441860465,0.0876976744186046,0.7933488372093023,0.1187674418604651,0.1478,2.13953488372093,0.2206506848032044,0.5791674131570861,0.20018190235376,-0.0204687824494443,1.9069767441860463
223,2020-11-18,105.83206939697266,25.13057518005371,23.6316146850586,46.11140441894531,35.632205963134766,-0.007406799449193,-0.0206896556850155,0.0007985533954029,0.0063078283504791,-0.0177482691867446,-0.0050802223994003,62.20953445253931,2020Q4,0.11,0.88,0.07,0.16,1.42,0.22,1.62,0.09,0.4,0.1,0.64,11.0,2020.0,2.0,Wednesday,1.0816326530612246,0.0805102040816326,0.8055102040816327,0.1139183673469387,0.2443591836734693,2.3877551020408165,0.1768903384954497,0.6328295487530378,0.1902800992853483,0.0133897607898985,1.8979591836734693
224,2020-11-19,106.11672973632812,25.13057518005371,24.66891860961914,47.09595489501953,35.40225601196289,0.0026897361166369,0.0,0.0438947544797432,0.0213515612564969,-0.0064534301190833,0.023429697451968,63.667085023390094,2020Q4,0.11,0.86,0.08,0.18,1.38,0.22,1.58,0.07,0.39,0.1,0.63,11.0,2020.0,3.0,Thursday,1.0888888888888888,0.0832,0.8025777777777777,0.1143111111111111,0.1881222222222222,2.2444444444444445,0.2245239735167059,0.6486204531457689,0.1268555895114938,-0.0976683840052121,1.8222222222222224
225,2020-11-20,105.20763397216795,24.97222900390625,24.02767372131348,46.65336990356445,34.84119415283203,-0.0085669410131562,-0.0063009372054938,-0.025994041265174,-0.0093975160380893,-0.0158481950681693,-0.0196739842825106,62.41449979332665,2020Q4,0.11,0.83,0.09,0.16,1.33,0.21,1.53,0.07,0.38,0.1,0.62,11.0,2020.0,4.0,Friday,1.022222222222222,0.0784222222222222,0.8010222222222222,0.1205111111111111,0.2393222222222222,2.355555555555556,0.2372510321852233,0.6682036201159159,0.0945453558738032,-0.14270567631142,1.8222222222222224
226,2020-11-23,108.23796844482422,25.51246833801269,24.800933837890625,48.143741607666016,35.45743942260742,0.0288033706133712,0.0216336048344718,0.0321820632969238,0.0319456388077057,0.0176872602894209,0.0283147910958078,64.18175331632405,2020Q4,0.1,0.86,0.08,0.16,1.36,0.22,1.56,0.08,0.39,0.08,0.64,11.0,2020.0,0.0,Monday,1.5555555555555556,0.0493333333333333,0.8093333333333333,0.1414166666666666,0.4740722222222222,2.5277777777777777,0.1106201691889307,0.6119621073206266,0.277417713879711,0.1667975446907803,2.1944444444444446
